slug,name,brand,releasedAt,score,msrpGbp,plate,discontinued,breathability,toebox-durability,heel-padding-durability,outsole-durability,forefoot-stack,heel-stack,drop,outsole-thickness,outsole-hardness,midsole-softness,midsole-softness-in-cold,difference-in-midsole-softness-in-cold,stiffness,stiffness-in-cold,difference-in-stiffness-in-cold,torsional-rigidity,heel-counter-stiffness,lateral-stability-test,weight,midsole-width-in-the-forefoot,midsole-width-in-the-heel,toebox-width-at-the-widest-part,toebox-width-at-the-big-toe,internal-length,insole-thickness,tongue-padding,lug-depth,secondary-foam-softness,midsole-softness-in-the-forefoot,price,toe-guard-durability,size-rating,toebox-width-widest-part,toebox-width-big-toe,toebox-height,rocker,flexibility-stiffness,forefoot-traction,heel-traction,forefoot-traction-stop,energy-return-heel,energy-return-forefoot,shock-absorption-heel,shock-absorption-forefoot,midsole-softness-22,midsole-softness-in-cold-22,secondary-foam-softness-22,midsole-softness-in-the-forefoot-22,torsional-rigidity-23,insulation,breathability-25,sweat-on-skin,sweat-in-shoe,sweat-evaporated,drying-potential
altra-torin-7,Altra Torin 7,Altra,2023-01-01,83,150,none,true,5,3,3,1.14,28.4,27.6,-0.8,3.1,74.5,16.8,24.9,48.5,20.4,29.3,43.7,3,3,,255,116,81.6,103.3,90.4,273.5,4.7,6.3,,,,150,,2.89,101.1,83.6,23,,14.1,0.64,,,47.8,51.1,110.29006286534,112.61388078695,,,,,,,,,,,
altra-torin-8,Altra Torin 8,Altra,2025-01-01,80,150,none,false,3,4,4,0.8,27.7,27.6,-0.1,2.5,82,21,27.6,31.4,,,,3,4,,275,117.7,81.6,,,,5,10.9,,,,150,,2.9,95.3,83.6,26.8,,14,0.55,,,58.22,61.67,109.91909954274,109.24663520364,36.6,,,,,,,,,,
altra-vanish-carbon,Altra Vanish Carbon,Altra,2024-01-01,75,240,carbon,true,5,1,5,3.21,28.3,33.7,5.4,3.7,85,29.4,32.5,10.6,45,63.6,41.6,5,1,,221,108.8,86,97.1,84.2,265.8,5,1.7,,34.3,,240,,2.35,,,,,,,,,,,,,,,,,,,,,,,
altra-vanish-carbon-2,Altra Vanish Carbon 2,Altra,2024-01-01,79,260,carbon,false,5,1,5,1.53,29.4,33.1,3.7,2.4,60.8,22.8,25.5,12.1,27.8,33.1,19.4,5,1,,210,104.8,84.8,96.2,86.1,265.2,3.7,4.2,,9.9,,260,,2.15,94.4,80.9,29.8,,,,,,,,,,,,,,,,,,,,
altra-via-olympus,Altra VIA Olympus,Altra,,72,170,none,true,4,,1,,32.6,34.2,1.6,3.3,90.8,25.6,38.4,49.8,72.1,84.6,17.3,5,2,,299,114.9,93.9,101.4,,,4.7,7.5,,,,170,,2.64,,,,,,,,,,,,,,,,,,,,,,,
altra-via-olympus-2,Altra VIA Olympus 2,Altra,2024-01-01,80,165,none,false,2,5,4,0.58,35,34.8,-0.2,3,73.3,14.5,17.4,19.9,41.3,46.3,12.1,4,3,,295,115.2,95.3,104.4,91.1,268.2,5,6.1,,,,165,,3.05,100.3,81.7,29.2,,,,,,,,,,,,,,,,,,,,
anta-mach-6-pro,ANTA Mach 6 Pro,ANTA,2026-01-04,90,120,plated-other,false,5,4,5,1,29.8,32.9,3.1,1.5,,,,8.7,,,,,2,,201,108.8,85.3,,,271,3.7,0.7,,,,120,,,95.8,73.7,26.2,,14.4,0.87,,,72.6,78.5,141.58289678607,127.25884448969,26.3,28.6,34.5,,13.4,,,,,,
anta-zone-2-90,ANTA Zone 2 90,ANTA,2026-01-01,91,115,none,false,3,1,5,1,32,39.2,7.2,2.4,,,,0.6,,,,,2,,196,112.3,81.2,,,264.6,3.4,0.8,,,,115,,2.83,96.5,75.7,28.9,,15.1,0.57,,,72.4,77.3,159.64240102171,125.91286829514,35.1,35.3,,,13.2,,,,,,
ardiles-runergize,Ardiles Runergize,Ardiles,2026-01-01,81,95,carbon,false,,1,4,0.91,25.1,39.9,14.8,2.2,0,,,19.3,,,,,1,,222,114.2,83.3,,,,3.6,0.5,,,,95,,,93.9,72.8,29.5,,20.8,0.78,,,57.1,63.4,151.6070345664,101.10201193004,33.7,40.2,,,11.4,,84,,,,54
asics-dynablast-4,ASICS Dynablast 4,ASICS,2024-01-01,81,110,none,true,1,4,4,0.64,26.2,32.6,6.4,4.1,83.1,23,26.1,13.6,24,25.8,7.3,3,4,,262,115.4,90.4,97.3,77,277.6,5.8,2.1,,,,110,,2.92,,,,,11.4,0.34,,,48.39,48.64,124.28535918469,100.93669250646,,,,,,,,,,,
asics-dynablast-5,ASICS Dynablast 5,ASICS,2025-01-01,86,120,none,false,4,4,4,0.8,31.8,39.4,7.6,3.6,,20.1,25.5,26.7,,,,4,4,,264,118.4,90.7,,,,5.4,3.9,,,,120,,2.98,94.9,71.1,23.4,,14.5,0.47,,,54,58.8,156.32327653588,127.00025400051,36.6,,,,14.3,,,,,,
asics-gel-contend-8,ASICS Gel Contend 8,ASICS,2022-10-12,70,70,none,true,5,,,,22,31.1,9.1,4.2,83.6,25.6,30.9,20.5,21.3,34.5,61.7,2,4,,260,109.5,91.4,94.3,,,4.8,3.9,,,,70,,2.7,,,,,,,,,,,,,,,,,,,,,,,
asics-gel-contend-9,ASICS Gel Contend 9,ASICS,2024-01-01,74,70,none,false,4,1,5,1.24,23.4,31.2,7.8,4.1,86,21.6,26.9,24.3,16.1,19.8,23,3,4,,275,115.7,93.4,100.3,78.6,272.1,5,6.9,,,,70,,2.73,96.9,74.1,27.1,,10.7,0.41,,,48.32,49.52,110.63660301374,91.407678244973,42.3,,,,,,,,,,
asics-gel-cumulus-25,ASICS Gel Cumulus 25,ASICS,2023-01-01,82,140,none,true,4,3,4,,27.2,38.4,11.2,3.3,76,17.6,24.5,39.2,23.6,39.5,67.5,3,3,,269,121.9,104.3,98.3,74.4,269.2,5.3,6.1,,,,140,,3.03,,,,,14.7,0.39,,,44.18,46.22,132.30488337325,117.37089201878,,,,,,,,,,,
asics-gel-cumulus-26,ASICS Gel Cumulus 26,ASICS,2024-01-01,81,140,none,true,3,4,5,2.42,28.6,36.8,8.2,6,54.9,18.6,23.1,24.2,24.4,33.7,38.1,4,5,,259,120,100,97.1,76.8,272.1,5.1,3.5,,,,140,,2.93,94.6,73.2,29.2,,16.5,0.48,,,47.16,48.28,117.60693410483,106.99764605179,34.6,,51,,,,,,,,
asics-gel-cumulus-27,ASICS Gel Cumulus 27,ASICS,2025-01-01,84,140,none,true,2,5,5,2.8,29.3,40.9,11.6,8.4,46,15.9,22.1,39,,,,5,4,,261,120.2,100.7,,,,5.3,1.7,,27.4,,140,,3.1,93.9,71.1,29.7,,15.1,0.5,,,49.35,49.9,136.44984785842,111.62084630926,34.2,,47.8,,,,,,,,
asics-gel-cumulus-28,ASICS Gel Cumulus 28,ASICS,2026-01-01,86,145,none,false,3,2,5,2.39,29.5,42.8,13.3,5,,,,10.7,,,,,5,,252,120.5,96.5,,,270,5.2,2,,,,145,,2.95,94.5,74.4,29.1,,13.7,0.54,,,50.5,52.5,139.08205841446,109.57703265396,31.9,35.3,54.9,,14.7,,,,,,
asics-gel-excite-10,ASICS Gel Excite 10,ASICS,2023-01-01,75,85,none,true,4,3,5,0.8,23.4,35.2,11.8,2.9,87.5,24.8,28.6,15.7,15,18,20.3,3,3,,268,120.5,91.1,98.3,76.9,274.6,4.7,5.6,,,,85,,2.86,97.6,73.4,25.6,,10.2,0.67,,,50.6,50.08,112.54417358813,87.489829307343,45,,,,,,,,,,
asics-gel-excite-11,ASICS Gel Excite 11,ASICS,2025-01-01,76,90,none,false,2,1,5,0.86,27.4,38.2,10.8,2.8,,22.9,26.1,14,,,,4,5,,286,117.5,100.2,,,274.3,4.8,6.3,,,,90,,2.49,96.5,71.2,26.8,,17.3,0.71,,,49.2,49.1,123.15270935961,103.9501039501,40.5,,,,17,,,,,,
asics-gel-excite-9,ASICS Gel Excite 9,ASICS,,63,75,none,true,5,,,,22.7,31.7,9,4.3,75.6,29,34,17.2,24.3,38.2,57.4,2,2,,275,113.3,89.4,92.5,,,4.5,9,,,,75,,2.56,,,,,,,,,,,,,,,,,,,,,,,
asics-gel-kayano-29,ASICS Gel Kayano 29,ASICS,2022-08-01,79,160,none,true,3,,,,24.5,33.1,8.6,4.1,83.5,21,28.5,35.7,28.8,39,35.4,3,4,,303,111.3,90.4,96.9,,,5.5,9.7,,,,160,,2.48,,,,,10.9,0.32,,,49.56,51.71,111.95826195994,97.679143549269,,,,,,,,,,,
asics-gel-kayano-30,ASICS Gel Kayano 30,ASICS,2023-01-01,82,160,none,true,5,4,1,0.88,27.7,39.7,12,4.3,80.4,16.4,24.1,47.3,25,30.1,20.4,4,4,,303,124.3,105.4,99.8,78.6,270.4,5.5,7.7,,,,160,,2.52,,,,,16.1,0.53,,,49.06,50.39,126.03665145824,113.41211695057,,,,,,,,,,,
asics-gel-kayano-31,ASICS Gel Kayano 31,ASICS,2024-01-01,86,165,none,true,4,4,4,1.06,27.8,39.3,11.5,4,88.3,15.6,19.6,25.6,24.9,33.5,34.8,4,4,,295,122.1,97.6,102.3,79.7,275,4.7,8.3,,,,165,,3,98.9,74.8,27.2,,15.8,0.83,,,49.22,50.34,130.81300281248,109.60705869458,35.3,,,,,,,,,,
asics-gel-kayano-32,ASICS Gel Kayano 32,ASICS,2025-01-01,86,165,none,true,4,4,4,0.73,30.6,39.9,9.3,4.5,71.5,22,25.8,17.3,,,,5,5,,295,119.8,97.2,,,,4.9,2.5,,,,165,,3.03,96.6,73.9,27.5,,16.9,0.84,,,47.75,49.29,133.3760136577,115.98640639317,41.3,,,,20.2,,72,6,40,54,50
asics-gel-kayano-33,ASICS Gel Kayano 33,ASICS,2026-05-04,86,170,none,false,4,3,4,1.1,28.3,36.8,8.5,4,,,,26.5,,,,,4,,298,120.7,97.1,,,272.8,5.2,4.2,,,,170,,2.88,95.9,72.4,28.6,,19.7,1.13,,,50,56.6,132.13530655391,112.20825852783,32.8,41.5,41.2,,20.1,,69,,,,47
asics-gel-kinsei-max,ASICS Gel Kinsei Max,ASICS,2025-01-01,71,180,none,false,3,3,2,0.6,30.2,38.8,8.6,8.4,82.2,19.1,22.1,15.7,28.7,34.9,21.6,5,5,,322,120,95.9,,,,4.4,2.6,,,,180,,2.99,93.4,73.8,30.3,,14.4,0.33,,,55.98,54.06,119.79921651312,118.33339250003,,,,,,,,,,,
asics-gel-nimbus-25,ASICS Gel Nimbus 25,ASICS,2023-02-03,81,160,none,true,3,,,,30.2,38,7.8,2.9,78.4,18.6,25.4,36.3,35.9,55.5,54.5,4,3,,289,119.4,98.9,95.6,,,5.5,1.9,,,,160,,2.86,,,,,13.2,0.51,,,47.48,50.89,133.32089005026,118.22566915729,,,,,,,,,,,
asics-gel-nimbus-26,ASICS Gel Nimbus 26,ASICS,2024-01-01,81,160,none,true,4,4,4,0.56,32,40.4,8.4,2.3,83.5,18.5,23.5,27,30.2,33.4,10.4,5,3,,303,118.4,101.7,99.2,79.1,275,5,4.1,,,,160,,2.91,98.1,74.2,24.5,,14.8,0.85,,,48.25,49.2,134.6656252525,126.91160606637,39.5,,,,,,,,,,
asics-gel-nimbus-27,ASICS Gel Nimbus 27,ASICS,2025-01-01,85,165,none,true,4,3,5,0.75,34.4,42.7,8.3,3,89.4,21,24.9,18.6,34.6,44.8,29.5,5,4,,299,119.5,99.8,,,,4.7,1.5,,,,165,,2.97,97,73.8,26.4,,20.2,0.84,,,47.73,48.62,136.44053921301,135.6631213371,39.3,,,,,,,,,,
asics-gel-nimbus-28,ASICS Gel Nimbus 28,ASICS,2025-12-01,86,170,none,false,3,3,3,0.96,34.3,39.5,5.2,3.3,,19.5,23.3,19.2,,,,5,4,,278,119,99.1,,,273.5,5.4,1.5,,,,170,,2.95,97.6,72.5,22.7,,23.1,0.76,,,44.2,45.9,136.98630136986,133.06719893546,38.8,,,,20.5,,64,7,42,51,48
asics-gel-pulse-15,ASICS Gel Pulse 15,ASICS,2024-01-01,78,100,none,true,3,3,4,0.82,27.2,35.3,8.1,3.5,89.5,21,26,23.8,21.5,26.9,25,4,5,,237,118.8,97.9,98.8,78.9,273.3,5.2,8.9,,,,100,,2.83,96.2,73.1,27.8,,14.8,0.46,,,44.21,45.25,121.29151201999,106.43166554913,,,,,,,,,,,
asics-gel-pulse-16,ASICS Gel Pulse 16,ASICS,2025-01-01,79,100,none,false,2,2,3,0.81,26.3,36.5,10.2,3.8,,23.1,26.5,14.7,,,,4,4,,241,119.3,97.8,,,270,5,7.9,,,,100,,2.79,95.5,70.4,30.8,,17.6,0.66,,,42.3,45.5,126.80699974639,100.91835704915,40.3,,,,16.1,,,,,,
asics-glideride-max,ASICS Glideride Max,ASICS,2025-01-01,80,170,none,true,3,2,4,0.86,31.4,44.1,12.7,4,80.5,17.8,21,18.3,26.1,28.3,8.4,5,5,,281,113.8,95.7,,,,4.8,6,,19.3,,170,,2.52,95.7,72.9,27.4,,13.3,0.78,,,51.88,51.76,143.06151645207,122.7536089561,34.5,,32.7,,,,,,,,
asics-glideride-max-2,ASICS Glideride Max 2,ASICS,2025-12-01,81,170,plated-other,false,4,2,3,0.63,31.1,42.1,11,3.6,,,,7.3,,,,5,5,,264,115,93.5,,,269.9,4.4,4.4,,,,170,,3.3,96.1,72.6,24.6,,17.5,0.86,,,56.1,58.61,137.34377145996,116.9453865045,32.8,35.2,41.5,,20.3,,,,,,
asics-gt-1000-12,ASICS GT 1000 12,ASICS,2023-01-01,79,100,none,true,5,1,5,0.71,23,30.2,7.2,4.8,74.8,12.8,20.8,62.7,12,14.8,23.8,3,3,,271,114.9,90.8,100.7,79.7,271.1,4.7,10.1,,,,100,,2.95,,,,,10.9,0.37,,,45.78,48.64,114.18914289629,86.334910384363,,,,,,,,,,,
asics-gt-1000-13,ASICS GT 1000 13,ASICS,2024-01-01,80,110,none,true,3,2,4,0.7,25,33.7,8.7,4.1,85.1,22.5,26.63,18.4,14.6,17.5,19.7,4,4,,276,115.6,96.6,99.1,79,271.9,4.9,8.1,,,,110,,2.94,96.9,72.9,26.7,,11.4,0.35,,,47.98,49.76,115.50278361709,96.420857759951,,,,,,,,,,,
asics-gt-1000-14,ASICS GT 1000 14,ASICS,2025-01-01,81,110,none,true,2,3,5,0.67,25.8,35.4,9.6,4.5,,19.4,27,39.2,,,,4,3,,272,113.6,94.8,,,,5.2,8.1,,,,110,,2.52,97.5,74.1,26.2,,12.3,0.5,,,54.36,53.08,121.61751292186,97.127927192906,33.7,,,,13.9,,,,,,
asics-gt-1000-15,ASICS GT 1000 15,ASICS,2026-06-01,83,110,none,false,3,1,4,0.5,25.1,35,9.9,4,,,,25.6,,,,,3,,278,119.4,99.8,,,275.1,4.8,5.7,,,,110,,,96.9,73.3,27.4,,12.6,0.68,,,49.9,49.6,124.50199203187,99.920063948841,33.6,42.2,,,14,,,,,,
asics-gt-2000-11,ASICS GT 2000 11,ASICS,2022-12-01,78,140,none,true,4,,,,24.7,30.7,6,3.9,72.9,29.3,32.3,10.3,24.9,37.5,50.6,3,3,,282,115,92.8,95.6,,,4.8,12.5,,,,140,,2.75,,,,,,,,,,,,,,,,,,,,,,,
asics-gt-2000-12,ASICS GT 2000 12,ASICS,2024-01-01,83,140,none,true,3,3,4,0.36,26.6,36.6,10,4.2,80,25.1,28,11.6,28.7,32.8,14.5,4,4,,275,119.3,96.3,99.8,78.9,273,5.2,4.7,,,,140,,2.93,,,,,16.1,0.32,,,47.85,49.96,119.02353095207,107.7795262012,,,,,,,,,,,
asics-gt-2000-13,ASICS GT 2000 13,ASICS,2024-01-01,87,140,none,true,4,4,5,0.43,27.2,36.6,9.4,4.5,82.1,18.5,23,24.3,24.2,25.6,6,5,4,,264,115.2,102.2,99.2,77.7,274.5,5.1,3.3,,,,140,,2.89,96,73.3,24.6,,15.7,0.47,,,50.57,50.45,119.34455967825,109.85992859105,42.2,,,,,,,,,,
asics-gt-2000-14,ASICS GT 2000 14,ASICS,2025-01-01,87,140,none,false,2,2,4,0.52,28.2,36.9,8.7,4,,17.4,24,38.2,,,,4,4,,269,117.6,97.1,,,,4.7,6.1,,,,140,,2.95,94.5,68.4,24.9,,15,0.47,,,56,57.2,132.38019592269,110.14428901861,36.9,,,,15,,73,6,31,63,60
asics-jolt-4,ASICS Jolt 4,ASICS,2024-01-01,69,60,none,false,5,1,3,0.34,22.2,31.6,9.4,4.1,85,29.8,32,7.6,22.1,27.5,24.5,4,5,,259,116.6,92.8,100.4,79.9,271.6,5.3,8.8,,,,60,,2.89,,,,,11.2,0.33,,,45.22,47,106.05578534309,83.751392366898,,,,,,,,,,,
asics-magic-speed-3,ASICS Magic Speed 3,ASICS,2023-01-01,83,160,carbon,true,4,1,3,0.47,26.5,36.3,9.8,2.4,69.4,18.3,20.3,11,31.4,35.6,13.4,5,2,,211,104.9,85.1,93.2,79.4,262.7,2.9,2.9,,21.1,,160,,2.46,,,,,18.2,0.77,,,56.52,55.13,138.56556922736,107.59745639613,,,,,,,,,,,
asics-magic-speed-4,ASICS Magic Speed 4,ASICS,2024-01-01,84,170,carbon,true,5,4,4,0.89,32.9,42.5,9.6,2.4,71.5,14.9,17.25,15.8,38.5,46.9,21.8,5,1,,237,109.6,87.4,95,78.7,263.3,3.8,1,,18.13,,170,,2.95,93.6,74.3,26.1,,26.5,0.81,,,55.48,61.75,144.38139790069,121.82642171434,31.7,,33.9,,,,,,,,
asics-magic-speed-5,ASICS Magic Speed 5,ASICS,2026-01-01,86,180,carbon,false,5,1,5,0.8,26.6,35.3,8.7,1.9,,11,12.5,0.7,,,,4,3,,201,110.1,78.1,,,259.5,2.5,0.8,,20.5,,180,,2.73,95.1,71.9,25.7,,13.1,0.79,,,64.6,62.6,148.58841010401,112.12019284673,27,27.2,37,,15.9,,79,5,35,60,57
asics-megablast,ASICS Megablast,ASICS,2025-01-01,95,225,none,false,4,1,4,0.9,35.2,45.1,9.9,3,,15.5,17.4,12.3,,,,5,3,,218,117.9,95.4,,,,4.4,0.9,,,,225,,2.9,93.7,74.3,24.2,,18.8,0.8,,,73,73.8,160.15374759769,144.05070584846,30.8,,,,20.7,,,,,,
asics-metaspeed-edge-tokyo,ASICS Metaspeed Edge Tokyo,ASICS,2025-01-01,92,270,carbon,false,5,1,5,0.94,32,38.9,6.9,1.4,,11.5,12.5,8.7,,,,5,1,,159,108,75,,,,3.4,0.6,,19,,270,,2.96,89.4,73,28.1,,15.8,0.74,,,78.3,76.8,146.49868151187,132.46787653994,24.5,,35.9,,14.5,,,,,,
asics-metaspeed-ray,ASICS Metaspeed Ray,ASICS,2025-01-01,90,300,carbon,false,4,1,5,1.2,30,39.8,9.8,0.9,,12.5,12.75,2,,,,3,1,,129,100.8,73,,,,7.6,0.4,,19.75,,300,,3.55,91.3,69.6,27,,16.3,0.7,,,78,81,170.3287344575,119.60291831121,28.6,,37.6,,10.8,,,,,,
asics-metaspeed-sky-paris,ASICS Metaspeed Sky Paris,ASICS,2024-03-01,88,250,carbon,false,5,4,5,0.79,32.6,39.1,6.5,2.09,57.3,21,22.25,6,35.4,37.65,6.4,5,2,,183,114.9,77.8,91.9,76.8,257,3.3,1,,,,250,,2.51,92.3,73.4,30.4,,23.6,0.74,,,73.22,70.69,136.63442094332,120.38619892616,,,,,,,,,,,
asics-metaspeed-sky-plus,ASICS Metaspeed Sky+,ASICS,2022-06-14,85,250,carbon,false,5,,5,,30.8,33.5,2.7,2,65,,,,67,81.2,21.2,4,1,,205,112.6,77.8,92.2,,,3,0.8,,,,250,,2.91,,,,,25.3,0.84,,,70.07,74.37,129.70673307651,102.23067329121,,,,,,,,,,,
asics-metaspeed-sky-tokyo,ASICS Metaspeed Sky Tokyo,ASICS,2025-01-01,92,270,carbon,false,5,1,5,1.39,32.7,38.7,6,1.4,,11.5,13,13,,,,5,1,,163,114.9,75,,,,3.1,0.6,,19.5,,270,,3.02,90.5,70.1,30.6,,21.1,0.66,,,78.5,78.2,147.47087450229,121.9512195122,31.9,,38,,17.9,,,,,,
asics-noosa-tri-14,ASICS Noosa Tri 14,ASICS,2021-05-01,78,130,none,true,4,,,,22.2,30.2,8,4.1,85.5,12,15,25,25,36,44,3,2,,213,110.8,88,96.3,,,4.5,6.7,,,,130,,2.57,,,,,,,,,,,,,,,,,,,,,,,
asics-noosa-tri-15,ASICS Noosa Tri 15,ASICS,2023-01-01,80,130,none,true,5,1,5,0.62,26.9,34.6,7.7,2.8,83.9,18.6,22.5,21,20.8,26.3,26.4,5,3,,218,114.6,82.9,98.8,77.9,268.3,5.3,1.1,,,,130,,2.51,98.8,73.9,29.5,,15.7,0.39,,,46.87,49.79,134.66925231631,113.6841626593,,,,,,,,,,,
asics-noosa-tri-16,ASICS Noosa Tri 16,ASICS,2024-01-01,85,135,none,false,5,1,4,1.02,26.9,32.8,5.9,2.3,70.5,18.3,19.5,6.8,20.7,23.83,15.4,4,3,,217,114.9,88.6,100.2,79.8,268.1,4.4,1.2,,,,135,,2.15,98.6,77.3,31.2,,14.6,0.79,,,53.93,60.89,129.4230321228,118.24244430781,33.6,,,,,,,,,,
asics-novablast-3,ASICS Novablast 3,ASICS,2022-09-01,87,140,none,true,3,,,,30.4,37.2,6.8,3.1,83,13.5,20.5,51.9,30.6,43.3,41.5,4,2,,242,115.9,93.9,95.9,,,4.4,1.3,,,,140,,3.07,,,,,13.6,0.39,,,55.9,59.37,142.93269299487,128.34169693392,,,,,,,,,,,
asics-novablast-4,ASICS Novablast 4,ASICS,2023-01-01,86,140,none,true,3,3,5,0.56,30.2,39.2,9,3.9,79.1,16.9,22.3,31.8,25.6,27,5.5,4,3,,259,122.8,94.7,98.3,77,270.9,4.4,5.8,,,,140,,2.92,,,,,17.8,0.47,,,58.31,60.99,133.59517988591,124.12029739223,36.3,,,,,,,,,,
asics-novablast-5,ASICS Novablast 5,ASICS,2024-01-01,93,150,none,true,3,1,3,0.89,33.5,40.9,7.4,3.3,78,13,18.5,42.3,19.1,21.9,14.7,4,3,,254,122.3,97.6,98.9,79.5,274.6,4.4,5,,,,150,,3.03,97.5,74.4,27.2,,11.2,0.53,,,63.61,66.48,141.35674200981,134.08060926229,30.3,,,,,,,,,,
asics-novablast-6,ASICS Novablast 6,ASICS,2026-07-01,93,155,none,false,,4,4,0.5,32.1,39.2,7.1,2.7,,,,9.1,,,,,3,,249,115.2,93.8,,,274.4,4.5,5.7,,,,155,,3,94.8,71,27.9,,15.5,,,,55.4,69.1,142.95925661187,129.61762799741,35.1,38.3,28.8,,16.7,,80,,,,59
asics-s-4-yogiri,ASICS S4+ Yogiri,ASICS,2025-01-01,74,200,carbon,false,2,3,4,1.43,28.4,36.9,8.5,1.5,,22.9,25.4,10.9,,,,5,2,,235,110.7,77.3,,,,3.1,0.7,,17.8,,200,,3.2,93,70.5,28,,20,0.93,,,60.5,65.2,130.07284079084,108.08473843493,,,,,,,,,,,
asics-sonicblast,ASICS Sonicblast,ASICS,2025-01-01,83,180,plated-other,false,5,1,5,1,36.4,45.4,9,2,,19.9,20.7,4,,,,5,2,,255,115.2,94.1,,,,4.8,0.8,,20,,180,,3.04,92.8,70.1,25.4,,24.4,0.79,,,68.9,68.9,148.54426619132,133.04949441192,37.5,,39.9,,21.5,,,,,,
asics-superblast,ASICS Superblast,ASICS,2023-01-01,89,200,none,true,3,1,2,0.6,34.8,42.7,7.9,2.6,77.1,23.4,26.4,12.8,29.4,34.9,19,5,3,,244,121.8,96.6,97.5,77,269.5,4.2,1.5,,17.1,,200,,3.12,,,,,19.6,0.33,,,65.07,64.28,137.23821809898,133.57733459787,43,,37.9,,,,,,,,
asics-superblast-2,ASICS Superblast 2,ASICS,2024-07-07,91,200,none,true,5,4,4,0.53,34.6,42.8,8.2,3.1,65.8,18.3,19.75,8.2,26.1,29.8,14.2,5,3,,252,118.8,97.6,97.8,76.6,270.4,4.4,1.7,,20.6,,200,,2.89,94.7,72.3,27.7,,18.4,0.83,,,65.4,65.55,129.69495746005,138.49456408836,35.2,,41,,,,,,,,
asics-superblast-3,ASICS Superblast 3,ASICS,2026-03-01,94,200,none,false,3,3,4,0.54,37.7,45.8,8.1,2.4,,,,1.3,,,,5,4,,235,120.7,95,,,273.2,4.2,1.9,,,,200,,3.03,95.7,71.6,25.1,,16.5,0.96,,,67.8,67.47,154.36863229392,153.49194167306,22.8,23.1,37,,18.2,,,,,,
asics-versablast-4,ASICS Versablast 4,ASICS,2025-01-01,80,80,none,false,2,2,2,0.85,26.7,36.1,9.4,3.7,90,22.5,28,24.4,,,,3,3,,288,116.9,95,,,,5.1,5.8,,,,80,,2.89,92.6,69,30.3,,14.7,0.41,,,53.2,53.19,126.79574473481,109.23708817618,41.2,,,,,,,,,,
brooks-addiction-gts-15,Brooks Addiction GTS 15,Brooks,2021-09-05,73,140,none,false,4,3,4,0.58,24.4,36.5,12.1,6,89.4,30.1,34.6,14.9,30.1,33.9,12.5,5,3,,353,113.5,99.9,97.4,75.8,269.5,5.6,7.5,,,,140,,2.62,95.3,71.6,28.8,,,,,,,,,,,,,,,,,,,,
brooks-adrenaline-gts-22,Brooks Adrenaline GTS 22,Brooks,2021-12-01,75,140,none,true,,,,,22.7,37.4,14.7,3.4,87,,,,40.8,43.1,5.6,,,,294,116.3,96.6,102.9,,,,,,,,140,,3.07,,,,,,,,,,,,,,,,,,,,,,,
brooks-adrenaline-gts-23,Brooks Adrenaline GTS 23,Brooks,2023-01-01,81,140,none,true,5,1,5,0.67,21.5,34.1,12.6,3.6,80.5,19.5,27.6,41.7,17.7,22.5,27,4,4,,286,117.3,96.9,99.9,78.7,271.5,4.5,11.7,,,,140,,2.95,,,,,10.4,0.47,,,53.87,57.7,121.5155418378,86.328947822784,,,,,,,,,,,
brooks-adrenaline-gts-24,Brooks Adrenaline GTS 24,Brooks,2025-01-01,85,140,none,true,4,3,4,0.8,25.5,39,13.5,4,83,25.1,31.2,24.3,22.5,26.6,18.2,4,4,,291,114,95,,,,5,9.1,,,,140,,2.49,95.1,73.7,25.4,,10.1,0.48,,,54.57,57.75,120.6098031648,95.987713572663,44.1,,,,,,,,,,
brooks-adrenaline-gts-25,Brooks Adrenaline GTS 25,Brooks,2025-11-03,86,145,none,false,3,3,4,0.5,25.9,36.1,10.2,4.1,,,,10.7,,,,,4,,295,117.7,100.7,,,270.6,4.9,12.5,,,,145,,2.89,96,72.8,26.6,,14.3,0.61,,,52.1,59.2,137.74104683196,100.7962906965,34.5,38.2,,,14.3,,66,7,39,55,51
brooks-beast-gts-24,Brooks Beast GTS 24,Brooks,2024-01-01,71,160,none,false,2,2,3,0.74,25.8,38.5,12.7,4.8,85.5,30.1,35,16.2,26.6,33.9,27.2,4,5,,357,116.8,101.9,99.5,77.9,,6.5,9.6,,,,160,,2.75,,,,,13,0.29,,,52.89,55.04,107.69015388923,96.199170763148,,,,,,,,,,,
brooks-ghost-14,Brooks Ghost 14,Brooks,2021-07-01,77,140,none,true,3,,,,21.4,33.8,12.4,3.9,79.5,,,,19.2,30,56.1,3,4,,287,113.8,94.2,97.7,,265.7,4.1,8.1,,,,140,,2.89,,,,,,,,,,,,,,,,,,,,,,,
brooks-ghost-15,Brooks Ghost 15,Brooks,2022-11-01,81,140,none,true,4,1,2,0.4,23.1,36.3,13.2,3.5,84.4,15.9,24.5,54.4,18.2,25.5,40.5,3,5,,279,112.9,95.8,96.8,77.7,,4.5,11.4,,,,140,,2.69,,,,,9.5,0.48,,,52.5,56.72,127.50385699167,91.385959461188,,,,,,,,,,,
